lat_grid,lon_grid,date,chlorophyll_mg_m3,ndci,cloud_cover_frac,pixel_valid,data_source
6.5,103.5,2023-10-10,1.5276,0.5068,0.24,1,MODIS_TERRA
9.25,118.25,2023-10-10,1.8472,0.574,0.73,0,MODIS_TERRA
9.5,117.75,2023-10-10,2.0143,0.6023,0.58,0,MODIS_TERRA
9.5,118.0,2023-10-10,2.0116,0.6018,0.18,1,MODIS_TERRA
9.5,118.25,2023-10-10,1.9114,0.5853,0.22,1,MODIS_TERRA
9.5,118.5,2023-10-10,1.8519,0.5748,0.8,0,MODIS_TERRA
9.5,118.75,2023-10-10,1.8766,0.5792,0.38,1,MODIS_TERRA
12.0,95.25,2023-10-10,1.6982,0.5451,0.16,1,MODIS_TERRA
12.0,95.5,2023-10-10,1.7556,0.5567,0.39,1,MODIS_TERRA
12.25,95.25,2023-10-10,1.7743,0.5603,0.67,0,MODIS_TERRA
12.25,95.75,2023-10-10,1.7503,0.5556,0.6,0,MODIS_TERRA
12.5,95.25,2023-10-10,1.6607,0.5372,0.39,1,MODIS_TERRA
12.5,95.75,2023-10-10,1.7051,0.5465,0.08,1,MODIS_TERRA
12.5,119.75,2023-10-10,2.1191,0.6182,0.31,1,MODIS_TERRA
12.75,95.75,2023-10-10,1.8392,0.5725,0.13,1,MODIS_TERRA
12.75,96.0,2023-10-10,1.6413,0.533,0.65,0,MODIS_TERRA
12.75,100.5,2023-10-10,1.884,0.5805,0.16,1,MODIS_TERRA
12.75,119.25,2023-10-10,1.9209,0.5869,0.08,1,MODIS_TERRA
12.75,119.75,2023-10-10,1.9908,0.5985,0.64,0,MODIS_TERRA
13.0,95.5,2023-10-10,1.7158,0.5487,0.29,1,MODIS_TERRA
13.0,100.0,2023-10-10,1.9165,0.5862,0.53,0,MODIS_TERRA
13.0,100.25,2023-10-10,1.9696,0.5951,0.02,1,MODIS_TERRA
13.0,100.5,2023-10-10,1.9847,0.5975,0.04,1,MODIS_TERRA
13.25,95.5,2023-10-10,1.5394,0.5097,0.58,0,MODIS_TERRA
16.5,108.0,2023-10-10,1.167,0.4001,0.45,1,MODIS_TERRA
16.75,108.0,2023-10-10,1.103,0.3762,0.46,1,MODIS_TERRA
16.75,108.25,2023-10-10,1.3638,0.4635,0.53,0,MODIS_TERRA
16.75,108.75,2023-10-10,1.1624,0.3985,0.76,0,MODIS_TERRA
17.0,108.0,2023-10-10,1.0684,0.3624,0.31,1,MODIS_TERRA
17.0,108.25,2023-10-10,1.1928,0.4093,0.46,1,MODIS_TERRA
17.5,108.75,2023-10-10,1.0124,0.3388,0.4,1,MODIS_TERRA
18.0,108.5,2023-10-10,0.9854,0.3268,0.45,1,MODIS_TERRA
0.75,117.25,2023-10-11,1.6366,0.532,0.6,0,MODIS_TERRA
0.75,117.5,2023-10-11,1.7107,0.5476,0.39,1,MODIS_TERRA
1.0,117.25,2023-10-11,1.7071,0.5469,0.23,1,MODIS_TERRA
1.0,117.5,2023-10-11,1.6615,0.5374,0.04,1,MODIS_TERRA
1.0,117.75,2023-10-11,1.7718,0.5598,0.56,0,MODIS_TERRA
1.25,117.25,2023-10-11,1.6068,0.5254,0.67,0,MODIS_TERRA
1.25,117.5,2023-10-11,1.7692,0.5593,0.62,0,MODIS_TERRA
1.25,117.75,2023-10-11,2.0722,0.6112,0.58,0,MODIS_TERRA
2.75,106.25,2023-10-11,1.2353,0.4237,0.48,1,MODIS_TERRA
2.75,106.5,2023-10-11,1.2159,0.4172,0.51,0,MODIS_TERRA
3.0,106.5,2023-10-11,1.2239,0.4199,0.1,1,MODIS_TERRA
3.0,106.75,2023-10-11,1.1491,0.3936,0.53,0,MODIS_TERRA
3.5,106.75,2023-10-11,1.1448,0.392,0.1,1,MODIS_TERRA
3.75,107.0,2023-10-11,1.2796,0.4381,0.13,1,MODIS_TERRA
3.75,107.25,2023-10-11,1.2253,0.4204,0.38,1,MODIS_TERRA
4.5,107.5,2023-10-11,1.289,0.441,0.06,1,MODIS_TERRA
4.5,110.5,2023-10-11,1.3261,0.4524,0.77,0,MODIS_TERRA
4.5,110.75,2023-10-11,1.2751,0.4366,0.45,1,MODIS_TERRA
4.5,111.0,2023-10-11,1.3399,0.4565,0.16,1,MODIS_TERRA
4.75,110.75,2023-10-11,1.5584,0.5142,0.77,0,MODIS_TERRA
5.25,104.25,2023-10-11,1.5124,0.5031,0.3,1,MODIS_TERRA
5.25,104.5,2023-10-11,1.3802,0.4682,0.04,1,MODIS_TERRA
5.25,105.0,2023-10-11,1.4723,0.493,0.05,1,MODIS_TERRA
5.5,103.75,2023-10-11,1.5941,0.5225,0.5,0,MODIS_TERRA
5.5,104.0,2023-10-11,1.4328,0.4826,0.47,1,MODIS_TERRA
5.5,104.25,2023-10-11,1.4509,0.4874,0.21,1,MODIS_TERRA
5.75,103.75,2023-10-11,1.4652,0.4911,0.37,1,MODIS_TERRA
5.75,104.0,2023-10-11,1.578,0.5188,0.5,0,MODIS_TERRA
9.5,120.25,2023-10-11,1.8863,0.5809,0.79,0,MODIS_TERRA
9.75,119.0,2023-10-11,1.9545,0.5926,0.25,1,MODIS_TERRA
9.75,119.5,2023-10-11,2.2267,0.6333,0.08,1,MODIS_TERRA
9.75,120.0,2023-10-11,1.9299,0.5885,0.74,0,MODIS_TERRA
10.0,119.0,2023-10-11,1.9785,0.5965,0.62,0,MODIS_TERRA
10.0,120.5,2023-10-11,1.9304,0.5885,0.64,0,MODIS_TERRA
10.25,119.25,2023-10-11,1.9779,0.5964,0.32,1,MODIS_TERRA
10.25,120.0,2023-10-11,1.9421,0.5905,0.06,1,MODIS_TERRA
10.25,120.5,2023-10-11,1.8952,0.5825,0.09,1,MODIS_TERRA
10.5,120.5,2023-10-11,1.9267,0.5879,0.18,1,MODIS_TERRA
12.0,95.75,2023-10-11,1.7037,0.5462,0.08,1,MODIS_TERRA
12.25,95.5,2023-10-11,1.7685,0.5592,0.18,1,MODIS_TERRA
12.25,95.75,2023-10-11,1.7338,0.5523,0.65,0,MODIS_TERRA
12.5,95.5,2023-10-11,1.6356,0.5318,0.03,1,MODIS_TERRA
12.5,95.75,2023-10-11,1.6362,0.5319,0.05,1,MODIS_TERRA
12.5,96.0,2023-10-11,1.6205,0.5284,0.28,1,MODIS_TERRA
12.5,100.0,2023-10-11,1.947,0.5913,0.56,0,MODIS_TERRA
12.75,96.0,2023-10-11,1.5727,0.5175,0.39,1,MODIS_TERRA
12.75,96.25,2023-10-11,1.7444,0.5545,0.11,1,MODIS_TERRA
12.75,99.75,2023-10-11,1.9798,0.5967,0.0,1,MODIS_TERRA
12.75,119.5,2023-10-11,1.9651,0.5943,0.47,1,MODIS_TERRA
12.75,119.75,2023-10-11,1.9545,0.5926,0.67,0,MODIS_TERRA
12.75,120.0,2023-10-11,2.24,0.635,0.59,0,MODIS_TERRA
13.0,95.75,2023-10-11,2.0645,0.6101,0.53,0,MODIS_TERRA
13.0,96.0,2023-10-11,1.5667,0.5161,0.29,1,MODIS_TERRA
13.0,100.25,2023-10-11,1.8818,0.5801,0.69,0,MODIS_TERRA
13.0,119.5,2023-10-11,1.8818,0.5801,0.16,1,MODIS_TERRA
13.25,96.25,2023-10-11,1.6906,0.5435,0.16,1,MODIS_TERRA
13.25,99.5,2023-10-11,1.858,0.5759,0.06,1,MODIS_TERRA
13.25,100.25,2023-10-11,1.9929,0.5989,0.62,0,MODIS_TERRA
16.0,108.0,2023-10-11,1.3091,0.4472,0.45,1,MODIS_TERRA
16.25,108.0,2023-10-11,1.2116,0.4158,0.45,1,MODIS_TERRA
16.25,108.5,2023-10-11,1.1996,0.4116,0.72,0,MODIS_TERRA
16.5,108.75,2023-10-11,1.3509,0.4597,0.8,0,MODIS_TERRA
16.5,109.0,2023-10-11,1.1478,0.3931,0.8,0,MODIS_TERRA
16.75,108.75,2023-10-11,1.1785,0.4042,0.1,1,MODIS_TERRA
1.25,117.75,2023-10-12,1.6462,0.5341,0.61,0,MODIS_TERRA
1.25,118.0,2023-10-12,1.7882,0.563,0.67,0,MODIS_TERRA
1.5,117.25,2023-10-12,1.5814,0.5196,0.52,0,MODIS_TERRA
1.5,118.25,2023-10-12,1.8255,0.57,0.17,1,MODIS_TERRA
1.75,117.0,2023-10-12,1.5611,0.5148,0.7,0,MODIS_TERRA
1.75,117.25,2023-10-12,1.6816,0.5416,0.72,0,MODIS_TERRA
1.75,117.5,2023-10-12,1.6309,0.5307,0.11,1,MODIS_TERRA
1.75,117.75,2023-10-12,1.7563,0.5568,0.06,1,MODIS_TERRA
2.0,117.75,2023-10-12,1.6446,0.5337,0.15,1,MODIS_TERRA
4.5,111.0,2023-10-12,1.249,0.4282,0.25,1,MODIS_TERRA
4.75,106.75,2023-10-12,1.2916,0.4418,0.13,1,MODIS_TERRA
4.75,107.0,2023-10-12,1.323,0.4514,0.1,1,MODIS_TERRA
4.75,107.25,2023-10-12,1.2879,0.4407,0.72,0,MODIS_TERRA
4.75,111.0,2023-10-12,1.3392,0.4563,0.3,1,MODIS_TERRA
4.75,111.25,2023-10-12,1.4948,0.4987,0.19,1,MODIS_TERRA
5.0,106.75,2023-10-12,1.3234,0.4516,0.13,1,MODIS_TERRA
5.0,107.0,2023-10-12,1.313,0.4484,0.24,1,MODIS_TERRA
5.0,107.25,2023-10-12,1.3956,0.4725,0.25,1,MODIS_TERRA
5.25,104.5,2023-10-12,1.4242,0.4803,0.72,0,MODIS_TERRA
5.25,104.75,2023-10-12,1.3764,0.4671,0.46,1,MODIS_TERRA
5.25,105.0,2023-10-12,1.6363,0.5319,0.16,1,MODIS_TERRA
5.25,105.25,2023-10-12,1.3296,0.4534,0.22,1,MODIS_TERRA
5.25,106.75,2023-10-12,1.3991,0.4734,0.07,1,MODIS_TERRA
5.5,104.25,2023-10-12,1.622,0.5287,0.1,1,MODIS_TERRA
5.75,104.25,2023-10-12,1.4986,0.4997,0.32,1,MODIS_TERRA
10.0,117.75,2023-10-12,1.9018,0.5837,0.55,0,MODIS_TERRA
10.0,118.0,2023-10-12,1.9627,0.5939,0.27,1,MODIS_TERRA
10.0,118.25,2023-10-12,1.9412,0.5904,0.67,0,MODIS_TERRA
10.0,118.5,2023-10-12,1.9242,0.5875,0.59,0,MODIS_TERRA
10.25,118.25,2023-10-12,1.9323,0.5889,0.71,0,MODIS_TERRA
10.25,118.5,2023-10-12,1.9323,0.5889,0.14,1,MODIS_TERRA
10.25,118.75,2023-10-12,1.9422,0.5905,0.68,0,MODIS_TERRA
10.5,119.0,2023-10-12,2.127,0.6193,0.18,1,MODIS_TERRA
10.75,119.25,2023-10-12,1.819,0.5688,0.56,0,MODIS_TERRA
12.25,99.5,2023-10-12,1.8863,0.5809,0.55,0,MODIS_TERRA
12.25,99.75,2023-10-12,2.0252,0.604,0.32,1,MODIS_TERRA
12.25,100.25,2023-10-12,1.9863,0.5978,0.59,0,MODIS_TERRA
12.75,100.0,2023-10-12,1.9421,0.5905,0.09,1,MODIS_TERRA
12.75,119.75,2023-10-12,1.9,0.5833,0.3,1,MODIS_TERRA
12.75,120.0,2023-10-12,1.9524,0.5922,0.47,1,MODIS_TERRA
13.0,96.25,2023-10-12,1.5652,0.5158,0.24,1,MODIS_TERRA
13.0,119.25,2023-10-12,1.814,0.5679,0.65,0,MODIS_TERRA
13.0,119.5,2023-10-12,1.8791,0.5797,0.49,1,MODIS_TERRA
13.0,119.75,2023-10-12,1.8679,0.5777,0.13,1,MODIS_TERRA
13.25,96.0,2023-10-12,1.5622,0.5151,0.45,1,MODIS_TERRA
13.25,96.5,2023-10-12,1.8064,0.5664,0.46,1,MODIS_TERRA
13.25,119.25,2023-10-12,2.0021,0.6003,0.51,0,MODIS_TERRA
13.5,95.75,2023-10-12,1.5957,0.5228,0.27,1,MODIS_TERRA
13.5,96.25,2023-10-12,1.6595,0.5369,0.14,1,MODIS_TERRA
13.75,95.75,2023-10-12,1.4951,0.4988,0.27,1,MODIS_TERRA
15.5,108.5,2023-10-12,1.2787,0.4378,0.19,1,MODIS_TERRA
15.75,108.25,2023-10-12,1.235,0.4236,0.55,0,MODIS_TERRA
15.75,108.5,2023-10-12,1.2266,0.4208,0.22,1,MODIS_TERRA
16.0,108.0,2023-10-12,1.3115,0.448,0.65,0,MODIS_TERRA
16.0,108.25,2023-10-12,1.2424,0.4261,0.09,1,MODIS_TERRA
16.0,108.5,2023-10-12,1.4123,0.4771,0.53,0,MODIS_TERRA
16.25,108.0,2023-10-12,1.2437,0.4265,0.53,0,MODIS_TERRA
16.25,108.5,2023-10-12,1.3062,0.4464,0.48,1,MODIS_TERRA
1.5,117.5,2023-10-13,1.6868,0.5427,0.77,0,MODIS_TERRA
1.75,117.25,2023-10-13,1.9257,0.5877,0.5,0,MODIS_TERRA
1.75,117.75,2023-10-13,1.6245,0.5293,0.51,0,MODIS_TERRA
2.0,117.5,2023-10-13,1.6227,0.5289,0.66,0,MODIS_TERRA
2.0,117.75,2023-10-13,1.6475,0.5343,0.67,0,MODIS_TERRA
2.25,117.25,2023-10-13,1.6179,0.5278,0.5,0,MODIS_TERRA
2.25,117.5,2023-10-13,1.6758,0.5404,0.56,0,MODIS_TERRA
2.25,118.0,2023-10-13,1.6799,0.5413,0.56,0,MODIS_TERRA
2.5,117.0,2023-10-13,1.5539,0.5131,0.79,0,MODIS_TERRA
2.5,117.25,2023-10-13,1.6746,0.5401,0.03,1,MODIS_TERRA
2.5,117.5,2023-10-13,1.6174,0.5277,0.11,1,MODIS_TERRA
4.0,107.75,2023-10-13,1.1901,0.4083,0.73,0,MODIS_TERRA
4.25,107.0,2023-10-13,1.3005,0.4446,0.4,1,MODIS_TERRA
4.25,107.25,2023-10-13,1.3587,0.462,0.51,0,MODIS_TERRA
4.25,107.5,2023-10-13,1.4097,0.4764,0.68,0,MODIS_TERRA
4.25,108.0,2023-10-13,1.2569,0.4308,0.02,1,MODIS_TERRA
4.25,108.25,2023-10-13,1.2453,0.427,0.52,0,MODIS_TERRA
4.25,111.5,2023-10-13,1.4446,0.4858,0.71,0,MODIS_TERRA
4.5,107.0,2023-10-13,1.2475,0.4278,0.54,0,MODIS_TERRA
4.5,107.25,2023-10-13,1.2816,0.4387,0.68,0,MODIS_TERRA
4.5,107.75,2023-10-13,1.434,0.4829,0.09,1,MODIS_TERRA
4.5,108.0,2023-10-13,1.3466,0.4585,0.59,0,MODIS_TERRA
4.5,111.5,2023-10-13,1.3955,0.4724,0.13,1,MODIS_TERRA
4.75,111.25,2023-10-13,1.3203,0.4506,0.0,1,MODIS_TERRA
4.75,111.5,2023-10-13,1.4555,0.4886,0.65,0,MODIS_TERRA
5.75,102.75,2023-10-13,1.7142,0.5484,0.21,1,MODIS_TERRA
5.75,103.25,2023-10-13,1.5943,0.5225,0.59,0,MODIS_TERRA
6.0,103.5,2023-10-13,1.6959,0.5446,0.28,1,MODIS_TERRA
6.0,103.75,2023-10-13,1.459,0.4895,0.11,1,MODIS_TERRA
6.0,104.0,2023-10-13,1.5731,0.5176,0.32,1,MODIS_TERRA
6.0,104.25,2023-10-13,1.5374,0.5092,0.23,1,MODIS_TERRA
6.25,103.75,2023-10-13,1.6845,0.5422,0.75,0,MODIS_TERRA
8.5,97.5,2023-10-13,1.7967,0.5646,0.09,1,MODIS_TERRA
8.75,97.25,2023-10-13,1.766,0.5587,0.21,1,MODIS_TERRA
9.0,96.75,2023-10-13,1.8368,0.5721,0.75,0,MODIS_TERRA
9.0,97.0,2023-10-13,1.9968,0.5995,0.31,1,MODIS_TERRA
9.0,97.25,2023-10-13,1.9751,0.596,0.77,0,MODIS_TERRA
9.0,97.5,2023-10-13,1.8091,0.5669,0.01,1,MODIS_TERRA
9.0,97.75,2023-10-13,1.9286,0.5882,0.62,0,MODIS_TERRA
9.25,96.75,2023-10-13,1.8828,0.5803,0.36,1,MODIS_TERRA
9.25,97.25,2023-10-13,2.0007,0.6001,0.59,0,MODIS_TERRA
9.75,118.25,2023-10-13,2.0501,0.6079,0.62,0,MODIS_TERRA
10.25,118.25,2023-10-13,2.034,0.6054,0.21,1,MODIS_TERRA
10.5,117.25,2023-10-13,1.8365,0.572,0.7,0,MODIS_TERRA
10.5,118.25,2023-10-13,1.8917,0.5819,0.75,0,MODIS_TERRA
10.5,118.5,2023-10-13,1.8324,0.5713,0.12,1,MODIS_TERRA
10.75,117.75,2023-10-13,1.8044,0.566,0.66,0,MODIS_TERRA
10.75,118.0,2023-10-13,1.8463,0.5738,0.28,1,MODIS_TERRA
10.75,118.25,2023-10-13,1.8717,0.5784,0.19,1,MODIS_TERRA
10.75,118.5,2023-10-13,1.8436,0.5733,0.68,0,MODIS_TERRA
11.0,118.5,2023-10-13,1.7979,0.5648,0.23,1,MODIS_TERRA
12.25,99.5,2023-10-13,1.8609,0.5764,0.51,0,MODIS_TERRA
12.25,100.25,2023-10-13,1.8733,0.5786,0.68,0,MODIS_TERRA
12.5,100.0,2023-10-13,2.0039,0.6006,0.55,0,MODIS_TERRA
12.5,100.25,2023-10-13,1.9043,0.5841,0.25,1,MODIS_TERRA
12.75,99.5,2023-10-13,2.0757,0.6118,0.11,1,MODIS_TERRA
12.75,99.75,2023-10-13,2.2356,0.6344,0.54,0,MODIS_TERRA
13.0,119.25,2023-10-13,1.8869,0.581,0.27,1,MODIS_TERRA
13.0,119.75,2023-10-13,1.9018,0.5836,0.17,1,MODIS_TERRA
13.25,119.75,2023-10-13,1.8983,0.583,0.38,1,MODIS_TERRA
13.5,119.5,2023-10-13,1.9581,0.5932,0.18,1,MODIS_TERRA
16.0,108.75,2023-10-13,1.3079,0.4469,0.29,1,MODIS_TERRA
16.25,108.25,2023-10-13,1.2911,0.4417,0.03,1,MODIS_TERRA
16.25,108.5,2023-10-13,1.19,0.4083,0.23,1,MODIS_TERRA
16.5,107.25,2023-10-13,1.355,0.4609,0.68,0,MODIS_TERRA
16.5,107.5,2023-10-13,1.1939,0.4097,0.09,1,MODIS_TERRA
16.5,107.75,2023-10-13,1.2412,0.4257,0.26,1,MODIS_TERRA
2.75,117.25,2023-10-14,1.6454,0.5339,0.12,1,MODIS_TERRA
3.0,117.0,2023-10-14,1.6307,0.5307,0.16,1,MODIS_TERRA
3.25,106.5,2023-10-14,1.253,0.4296,0.52,0,MODIS_TERRA
3.25,106.75,2023-10-14,1.1181,0.382,0.02,1,MODIS_TERRA
3.25,117.25,2023-10-14,1.9037,0.584,0.63,0,MODIS_TERRA
3.25,117.5,2023-10-14,1.642,0.5331,0.19,1,MODIS_TERRA
3.5,106.25,2023-10-14,1.1502,0.394,0.09,1,MODIS_TERRA
3.5,117.75,2023-10-14,2.2908,0.6417,0.12,1,MODIS_TERRA
3.5,118.0,2023-10-14,1.6746,0.5402,0.59,0,MODIS_TERRA
3.75,107.0,2023-10-14,1.2227,0.4195,0.45,1,MODIS_TERRA
3.75,117.5,2023-10-14,1.6087,0.5258,0.54,0,MODIS_TERRA
3.75,117.75,2023-10-14,1.7869,0.5627,0.43,1,MODIS_TERRA
3.75,118.0,2023-10-14,1.6563,0.5363,0.18,1,MODIS_TERRA
4.0,107.25,2023-10-14,1.3946,0.4722,0.07,1,MODIS_TERRA
4.0,107.75,2023-10-14,1.3181,0.45,0.18,1,MODIS_TERRA
4.0,108.0,2023-10-14,1.2112,0.4156,0.55,0,MODIS_TERRA
4.25,107.75,2023-10-14,1.2725,0.4358,0.28,1,MODIS_TERRA
4.25,111.5,2023-10-14,1.2356,0.4238,0.57,0,MODIS_TERRA
4.5,102.75,2023-10-14,1.7778,0.561,0.62,0,MODIS_TERRA
4.5,103.0,2023-10-14,1.5522,0.5127,0.58,0,MODIS_TERRA
4.75,102.5,2023-10-14,2.1044,0.616,0.35,1,MODIS_TERRA
4.75,102.75,2023-10-14,1.6142,0.527,0.72,0,MODIS_TERRA
5.0,102.25,2023-10-14,1.6304,0.5306,0.67,0,MODIS_TERRA
5.0,102.5,2023-10-14,1.6258,0.5296,0.74,0,MODIS_TERRA
5.25,102.5,2023-10-14,1.7986,0.565,0.76,0,MODIS_TERRA
5.25,102.75,2023-10-14,1.5899,0.5215,0.59,0,MODIS_TERRA
8.25,97.75,2023-10-14,1.7063,0.5468,0.51,0,MODIS_TERRA
8.5,97.75,2023-10-14,1.9181,0.5865,0.66,0,MODIS_TERRA
8.5,98.0,2023-10-14,1.8987,0.5831,0.7,0,MODIS_TERRA
8.5,98.25,2023-10-14,1.7316,0.5519,0.21,1,MODIS_TERRA
8.5,98.5,2023-10-14,1.7341,0.5524,0.67,0,MODIS_TERRA
8.75,98.0,2023-10-14,1.8603,0.5763,0.28,1,MODIS_TERRA
8.75,98.5,2023-10-14,1.8519,0.5748,0.64,0,MODIS_TERRA
9.0,98.0,2023-10-14,1.8526,0.5749,0.27,1,MODIS_TERRA
9.25,98.0,2023-10-14,1.9487,0.5916,0.36,1,MODIS_TERRA
10.75,116.0,2023-10-14,1.8741,0.5788,0.31,1,MODIS_TERRA
10.75,116.25,2023-10-14,1.8118,0.5674,0.52,0,MODIS_TERRA
10.75,117.0,2023-10-14,1.8018,0.5656,0.47,1,MODIS_TERRA
11.0,116.25,2023-10-14,1.8365,0.572,0.05,1,MODIS_TERRA
11.0,116.5,2023-10-14,1.7984,0.5649,0.37,1,MODIS_TERRA
11.0,116.75,2023-10-14,1.7846,0.5623,0.76,0,MODIS_TERRA
11.0,117.0,2023-10-14,1.9812,0.597,0.2,1,MODIS_TERRA
11.75,99.75,2023-10-14,1.9103,0.5851,0.39,1,MODIS_TERRA
11.75,100.0,2023-10-14,1.973,0.5956,0.48,1,MODIS_TERRA
12.0,99.5,2023-10-14,1.8353,0.5718,0.02,1,MODIS_TERRA
12.0,99.75,2023-10-14,1.8784,0.5795,0.42,1,MODIS_TERRA
12.0,100.0,2023-10-14,1.9933,0.5989,0.61,0,MODIS_TERRA
12.0,100.25,2023-10-14,1.8756,0.5791,0.73,0,MODIS_TERRA
12.5,118.25,2023-10-14,1.8932,0.5821,0.07,1,MODIS_TERRA
12.75,118.5,2023-10-14,1.8636,0.5769,0.75,0,MODIS_TERRA
12.75,118.75,2023-10-14,1.8662,0.5774,0.13,1,MODIS_TERRA
12.75,119.25,2023-10-14,1.9587,0.5933,0.52,0,MODIS_TERRA
13.0,118.5,2023-10-14,1.7126,0.5481,0.04,1,MODIS_TERRA
16.25,107.0,2023-10-14,1.1928,0.4093,0.13,1,MODIS_TERRA
16.25,107.25,2023-10-14,1.1547,0.3957,0.38,1,MODIS_TERRA
16.25,107.5,2023-10-14,1.1642,0.3991,0.17,1,MODIS_TERRA
16.25,107.75,2023-10-14,1.3055,0.4461,0.16,1,MODIS_TERRA
16.5,107.0,2023-10-14,1.1946,0.4099,0.72,0,MODIS_TERRA
16.5,107.25,2023-10-14,1.1615,0.3981,0.74,0,MODIS_TERRA
16.5,107.5,2023-10-14,1.1323,0.3874,0.61,0,MODIS_TERRA
16.75,107.25,2023-10-14,1.0945,0.3729,0.72,0,MODIS_TERRA
0.0,96.0,2023-10-15,1.4953,0.4988,0.43,1,MODIS_TERRA
0.0,104.0,2023-10-15,1.4155,0.478,0.66,0,MODIS_TERRA
0.0,118.0,2023-10-15,1.7475,0.5551,0.59,0,MODIS_TERRA
0.0,120.0,2023-10-15,2.0855,0.6132,0.45,1,MODIS_TERRA
1.0,111.0,2023-10-15,0.8734,0.2719,0.66,0,MODIS_TERRA
2.25,106.25,2023-10-15,1.2025,0.4126,0.69,0,MODIS_TERRA
2.25,106.75,2023-10-15,1.0909,0.3714,0.12,1,MODIS_TERRA
2.5,106.25,2023-10-15,1.3069,0.4466,0.5,0,MODIS_TERRA
2.75,105.75,2023-10-15,1.441,0.4848,0.67,0,MODIS_TERRA
2.75,106.0,2023-10-15,1.2098,0.4151,0.1,1,MODIS_TERRA
2.75,106.25,2023-10-15,1.1829,0.4058,0.21,1,MODIS_TERRA
2.75,118.5,2023-10-15,1.7184,0.5492,0.43,1,MODIS_TERRA
3.0,105.0,2023-10-15,1.2981,0.4438,0.4,1,MODIS_TERRA
3.0,106.0,2023-10-15,1.2474,0.4277,0.32,1,MODIS_TERRA
3.0,106.5,2023-10-15,1.2122,0.4159,0.14,1,MODIS_TERRA
3.0,118.75,2023-10-15,1.7545,0.5564,0.38,1,MODIS_TERRA
3.25,101.75,2023-10-15,1.8125,0.5676,0.5,0,MODIS_TERRA
3.25,102.0,2023-10-15,1.872,0.5784,0.54,0,MODIS_TERRA
3.25,106.25,2023-10-15,1.1925,0.4092,0.47,1,MODIS_TERRA
3.25,118.75,2023-10-15,1.7447,0.5545,0.64,0,MODIS_TERRA
3.5,101.75,2023-10-15,1.7358,0.5527,0.05,1,MODIS_TERRA
3.75,101.25,2023-10-15,1.9466,0.5913,0.53,0,MODIS_TERRA
3.75,117.5,2023-10-15,1.6971,0.5449,0.05,1,MODIS_TERRA
3.75,117.75,2023-10-15,1.6816,0.5416,0.56,0,MODIS_TERRA
3.75,118.0,2023-10-15,1.8297,0.5708,0.77,0,MODIS_TERRA
3.75,118.75,2023-10-15,1.8454,0.5736,0.47,1,MODIS_TERRA
3.75,119.0,2023-10-15,1.79,0.5633,0.61,0,MODIS_TERRA
4.0,101.25,2023-10-15,1.74,0.5536,0.51,0,MODIS_TERRA
4.0,102.0,2023-10-15,1.714,0.5483,0.37,1,MODIS_TERRA
4.0,114.0,2023-10-15,1.5843,0.5202,0.2,1,MODIS_TERRA
4.0,118.25,2023-10-15,1.808,0.5667,0.5,0,MODIS_TERRA
4.25,111.5,2023-10-15,1.2713,0.4355,0.07,1,MODIS_TERRA
4.25,111.75,2023-10-15,1.2791,0.4379,0.4,1,MODIS_TERRA
4.25,118.5,2023-10-15,1.7252,0.5506,0.79,0,MODIS_TERRA
4.5,102.0,2023-10-15,1.6608,0.5372,0.33,1,MODIS_TERRA
4.5,111.5,2023-10-15,1.2732,0.436,0.52,0,MODIS_TERRA
4.75,102.25,2023-10-15,1.7415,0.5539,0.01,1,MODIS_TERRA
5.0,97.0,2023-10-15,1.8144,0.5679,0.23,1,MODIS_TERRA
5.0,102.75,2023-10-15,1.598,0.5234,0.67,0,MODIS_TERRA
5.0,115.0,2023-10-15,1.4968,0.4992,0.59,0,MODIS_TERRA
5.0,120.0,2023-10-15,1.9332,0.589,0.47,1,MODIS_TERRA
6.0,95.0,2023-10-15,1.7084,0.5472,0.64,0,MODIS_TERRA
7.0,101.0,2023-10-15,1.9063,0.5844,0.49,1,MODIS_TERRA
7.0,105.0,2023-10-15,1.6247,0.5293,0.4,1,MODIS_TERRA
8.0,98.0,2023-10-15,1.6491,0.5347,0.56,0,MODIS_TERRA
8.25,98.75,2023-10-15,1.8571,0.5758,0.1,1,MODIS_TERRA
8.5,98.25,2023-10-15,1.8384,0.5724,0.18,1,MODIS_TERRA
8.5,98.75,2023-10-15,1.7966,0.5646,0.7,0,MODIS_TERRA
8.5,99.0,2023-10-15,1.9416,0.5904,0.24,1,MODIS_TERRA
8.75,98.75,2023-10-15,1.767,0.5589,0.35,1,MODIS_TERRA
8.75,99.0,2023-10-15,1.8011,0.5654,0.68,0,MODIS_TERRA
9.0,95.0,2023-10-15,1.8698,0.578,0.13,1,MODIS_TERRA
9.0,98.25,2023-10-15,1.9063,0.5844,0.22,1,MODIS_TERRA
9.0,98.75,2023-10-15,2.0187,0.603,0.72,0,MODIS_TERRA
9.0,106.0,2023-10-15,1.8317,0.5711,0.4,1,MODIS_TERRA
9.25,98.75,2023-10-15,1.8135,0.5678,0.19,1,MODIS_TERRA
10.0,111.0,2023-10-15,2.0128,0.602,0.72,0,MODIS_TERRA
10.75,116.5,2023-10-15,1.9277,0.5881,0.37,1,MODIS_TERRA
10.75,116.75,2023-10-15,1.8149,0.568,0.08,1,MODIS_TERRA
